SUBNO,TRT,INTC1C5,INTC2,INTC3,INTC4,AET1,AET2,AET3,AET4,AET5,UET1,UET2,UET3,UET4,UET5,AHT1,AHT2,AHT3,AHT4,AHT5,UHT1,UHT2,UHT3,UHT4,UHT5,ASC1,ASC2,ASC3,ASC4,ASC5,USC1,USC2,USC3,USC4,USC5,EF1,EF2,EF3,EF4,EF5,HF1,HF2,HF3,HF4,HF5
7,t5,NA,8,NA,10,NA,1674.85,NA,1694.71,NA,NA,1666.45,NA,NA,NA,NA,1641.02,NA,1597.58,NA,NA,1656.94,NA,1733.44,NA,NA,266.38,NA,359.75,NA,NA,363.84,NA,398.08,NA,NA,330.26,NA,79.17,NA,NA,188.89,NA,413.08,NA
7,r4,NA,8.5,NA,11,NA,1667.57,NA,1705.78,NA,NA,1660.17,NA,NA,NA,NA,1631.8,NA,1597.76,NA,NA,1655.27,NA,1713.37,NA,NA,264.03,NA,387.14,NA,NA,343.17,NA,425.21,NA,NA,131.51,NA,158.79,NA,NA,149.18,NA,380.62,NA
7,t6,NA,9.5,NA,12,NA,1673.48,NA,1688.13,NA,NA,1661.3,NA,NA,NA,NA,1618.7,NA,1589.01,NA,NA,1645.86,NA,1714.74,NA,NA,257.15,NA,380.68,NA,NA,354.55,NA,429.42,NA,NA,334.9,NA,72.92,NA,NA,151,NA,311.23,NA
7,r6,NA,10,NA,13,NA,1665.65,NA,1698.32,NA,NA,1658.35,NA,NA,NA,NA,1612.72,NA,1586.6,NA,NA,1637.64,NA,1701.48,NA,NA,252.58,NA,377.12,NA,NA,335.57,NA,422.07,NA,NA,131.8,NA,157.13,NA,NA,115.84,NA,359,NA
7,p1,6.5,11,8,14,1773.72,1645.84,1743.88,1720.97,1681.66,1749.77,1651.25,NA,NA,NA,1746.45,1605.83,1768.9,1633.65,1675.98,1666.13,1610.12,1787.64,1720.81,1628.07,578.24,232.69,331.19,398.95,299.47,528.08,315.99,431.73,478.98,277.42,320.56,140.53,125.79,160,79.77,364.73,156.41,185.45,282.14,208.39
7,p2,11.5,16,13,19,1761.92,1635.01,1751.14,1729.65,1665.55,1736.58,1638.87,NA,NA,NA,1720.96,1591.86,1794.84,1677.91,1636.51,1639.79,1586.78,1793.56,1717.67,1595.87,613.87,223.41,369.88,396.32,158.23,568.96,294.37,465.12,453.62,150.71,244.17,130.21,137.66,178.04,75.4,282.95,144.58,232.69,303.6,222.07
7,p3,16.5,21,18,24,1734.02,1628.91,1757.45,1735.38,1656.03,1726.01,1638.13,NA,NA,NA,1670.48,1579.37,1792.34,1699.68,1605.49,1593.95,1567.89,1777.26,1719.57,1580.1,594.74,255.23,270.9,340.31,118.9,565.31,340.03,307.2,373.66,119.75,204.63,134.8,113.15,126.48,75.36,223.67,124.09,211.99,380.9,200.43
7,p4,21.5,26,23,29,1717.1,1622.02,1752.27,1729.61,1647.01,1713.58,1635.75,NA,NA,NA,1635.19,1571.42,1804.42,1716.31,1591.08,1541.53,1542.68,1758.19,1682.16,1553.42,501.44,329.7,413.96,359.61,104.47,472.09,409.67,476.5,414.17,109.64,192.72,144.93,134.41,123.64,74.11,240.91,112.8,243.87,419.61,213.22
7,p5,26.5,31,28,34,1703.51,1617.13,1744.78,1721.81,1637.79,1698.4,1630.85,NA,NA,NA,1637.66,1560.36,1798.43,1711.36,1579.2,1523.13,1532.9,1773.05,1661.25,1531.68,373.46,288.43,253.83,273.2,113.93,336.68,380.82,317.99,317.51,123.47,203.8,128.42,99.35,97.38,86.55,335.61,87.31,209.47,281.09,170.3
7,p6,31.5,36,33,39,1693.4,1616.51,1742.17,1714.55,1641.62,1689.72,1623.43,NA,NA,NA,1655.31,1548.63,1893.98,1696.53,1595.79,1527.49,1534.75,1781.67,1647.12,1515.19,369.27,314.04,162.07,176.83,231.38,317.16,400.37,182.43,198.57,226.38,195.55,138.98,109.84,96.13,82.12,284.54,103.31,277.23,286.54,140.05
7,p7,36.5,41,38,44,1681.71,1610.74,1738.19,1710.94,1630.16,1686.55,1616.18,NA,NA,NA,1654.46,1537.45,1771.18,1673.54,1599.11,1526.59,1529.79,1775.01,1642.27,1498.55,416.81,337.6,125.84,294.22,137.8,347.03,393.86,139.39,339.16,109.48,181.27,128.58,100.73,122.02,83.93,277.5,89.5,287.17,302.29,206.59
7,p8,41.5,46,43,49,1671.32,1602.07,1733.98,1705.95,1626.33,1673.53,1606.9,NA,NA,NA,1640.78,1523.56,1792.83,1643.23,1562.21,1526.69,1507.94,1757.09,1631.52,1481.59,486.74,321.53,147.32,242.01,118.99,419.23,359.33,143.34,268.4,96.3,214.13,126.49,107.13,94.24,75.69,310.57,89.54,266.11,276.1,135.63
7,p9,46.5,51,48,54,1676.09,1589.84,1736.65,NA,1618.15,1666.69,1611.04,NA,NA,NA,1618.65,1515.98,NA,NA,1522.64,1528.63,1507.75,1735.1,NA,1473.98,497.31,308.57,385.78,NA,99.36,451.73,353.1,394.37,NA,90.89,233.09,112.84,152.04,NA,77.5,216.05,82.06,212.6,NA,123.87
7,p10,51.5,56,53,59,1671.27,1575.08,1733.43,NA,1611.42,1658.22,1605.39,NA,NA,NA,1574.35,1511.65,NA,NA,1496.37,1494.78,1506.51,1720.96,NA,1467.94,501.58,262.28,406.64,NA,90,384.16,308.87,459.98,NA,90.45,206.15,97.7,114.39,NA,77.18,185.08,63.5,170.04,NA,98.13
7,p11,56.5,61,58,64,1672.75,1573.52,1728.09,NA,1604.76,1656.86,1598.03,NA,NA,NA,1547.05,1504.09,NA,NA,1477.61,1488.91,1510.98,1702.16,NA,1470.65,488.12,240.4,437.49,NA,112.23,424.11,268.91,501.78,NA,119.84,206.85,119.09,109.14,NA,89.02,167.54,70.93,164.75,NA,104.01
7,p12,61.5,66,63,69,1663.85,1578.44,NA,NA,1595.68,1654.85,1600.54,NA,NA,NA,1528.05,1502.93,NA,NA,1473.95,1472.59,1503.05,,NA,1472.09,476.19,252.43,NA,NA,264.68,397.8,275.2,NA,NA,287.46,211.18,106.37,NA,NA,94.9,169.33,58.1,NA,NA,97.2
8,bl,0,0,0,0,1760.7,1798.48,1721.71,1728.99,1753.02,1705.44,1747.57,1731.97,1640.2,1660.8,1955.12,1885.17,1771.8,1805.76,1858.1,1835.65,1915.85,1955.12,1818.32,1779.46,211.96,223.55,299.96,378.94,162.71,319.29,379.38,285.21,263.83,149.84,225.02,105.56,268.33,184.66,137.44,630.1,9.64,327.55,256.5,308.87
8,t1,2,2,2,2,1755.55,1783.26,1717.97,1702.42,1770.17,1704.6,1740.91,1720.62,1639.86,1659.32,1879.26,1845.79,1735.93,1801.96,1835.86,1837.68,1871.78,1849,1697.04,1784.53,614.79,239.97,988.97,1097.19,262.09,864.19,412.92,790.18,547.15,226.54,234.03,190.11,275.09,90.13,222.12,720.19,57.4,626.25,309.28,442.61
8,r1,2.5,2.5,3,3,1752.32,1779.21,1718.08,1701.29,1765.9,1707.99,1735.96,1716.72,1635.95,NA,1870.78,1857.97,1721.96,1799.64,,1826.22,1941.18,1844.47,1721,1781.84,460.95,331.46,662.95,1149.82,NA,614.98,519.95,550.89,732.34,235.68,205.83,230.73,242.98,153.97,145.4,643.63,9.53,270.31,279.47,368.77
8,t2,3.5,3.5,4,4,1754.93,1774.1,1712.96,1673.84,1770.92,1709.07,1733.2,1715.45,1633.32,1655.82,1859.22,1860.62,1695.04,1802.24,1830.97,1826.54,1898.06,1842.47,1640.07,1786.67,527.55,485.19,754.83,1067.13,323.32,719.18,734.5,662.2,782.1,239.01,258.85,311.28,240.36,83.77,174.66,796.65,40.46,775.67,447.01,516.09
8,r2,4,4,5,5,1746.85,1774.93,1702.25,1682.84,1757.76,1707.7,1731.34,1715.31,1632,1654.27,1863.92,1868.69,1708.9,1807.99,1835.12,1837.45,1949.7,1854.15,1662.19,1785.17,475.71,500.04,620.97,839.73,262.07,631.05,733.2,534.86,685.9,215.45,208.08,242.44,110.99,133.48,135.75,643.7,9.86,474.52,281,473.63
8,t3,5,5,6,6,1753.68,1770.12,1701.62,1679.94,1758.62,1704.26,1731.62,1712.45,1632.34,1652.86,1854.12,1860.31,1690.57,1805.53,1832.38,1842.82,1903.03,1847.24,1697.03,1782.93,565.91,508.11,757.89,845.36,234.35,738.5,748.46,672.52,716.22,207.55,252.51,274.81,237.62,95.65,175.94,824.11,45.69,797.41,456.39,557.2
8,r3,5.5,5.5,7,7,1745.36,1771.53,1702.48,1695.65,1744.81,1712.43,1728.38,1712.36,1629.19,1653.32,1886.85,1871.99,1696.34,1812.82,1840.12,1863.33,1922.22,1922.18,1742.56,1787.6,560.64,500.25,702.94,733.75,244.23,710.28,659.07,599.01,679.5,204.23,149.63,242.93,131.87,150.39,131.59,645.21,8.23,493.74,351.44,493.91
8,t4,NA,6.5,NA,8,NA,1768.16,NA,1678.83,NA,NA,1725,NA,1630.04,NA,NA,1868.21,NA,1813.44,NA,NA,1883.48,NA,1783.21,NA,NA,584.89,NA,1050.51,NA,NA,782.7,NA,885.66,NA,NA,309.25,NA,97.05,NA,NA,41.51,NA,547.34,NA
8,r4,NA,7,NA,9,NA,1777.75,NA,1671.18,NA,NA,1725.84,NA,1629.2,NA,NA,1872.36,NA,1820.18,NA,NA,1946.98,NA,1778.97,NA,NA,504.24,NA,857.41,NA,NA,663.1,NA,785.36,NA,NA,189.05,NA,147.53,NA,NA,9.05,NA,317.21,NA
8,t5,NA,8,NA,10,NA,1765.21,NA,1677.07,NA,NA,1725.31,NA,1631.01,NA,NA,1872.02,NA,1818.33,NA,NA,1902.27,NA,1746.1,NA,NA,444.89,NA,780.62,NA,NA,629.17,NA,729.94,NA,NA,310.64,NA,84.22,NA,NA,40.91,NA,455.68,NA
8,r4,NA,8.5,NA,11,NA,1771.35,NA,1684.63,NA,NA,1719.89,NA,1630.78,NA,NA,1880.76,NA,1820.12,NA,NA,1917.38,NA,1725.82,NA,NA,430.64,NA,591.6,NA,NA,613.16,NA,699.61,NA,NA,231.79,NA,166.23,NA,NA,9.19,NA,252.01,NA
8,t6,NA,9.5,NA,12,NA,1758.94,NA,1672.72,NA,NA,1717.95,NA,1629.16,NA,NA,1875.4,NA,1812.49,NA,NA,1899.1,NA,1743.49,NA,NA,460.42,NA,669.27,NA,NA,650.87,NA,730.5,NA,NA,241.36,NA,87.3,NA,NA,38.15,NA,457.63,NA
8,r6,NA,10,NA,13,NA,1768.64,NA,1691.16,NA,NA,1715.81,NA,1626.45,NA,NA,1874.21,NA,1805.99,NA,NA,1938.91,NA,1571.79,NA,NA,448.11,NA,859.34,NA,NA,631.55,NA,887.74,NA,NA,187.6,NA,123.13,NA,NA,8.78,NA,250.34,NA
8,p1,6.5,11,8,14,1771.83,1773.79,1714.79,1686.02,1742.06,1744.03,1709.96,1692.48,1622.39,1645.62,1945.68,1872.64,1737.44,1789.1,1840.43,1905.65,1968.47,1815.24,1716.66,1785.08,411.7,285.48,689.27,514.66,160.5,583.59,450.19,581.77,594.05,165.89,195.96,214.07,171.32,113.51,131.37,651.99,8.14,476.54,261.89,436.18
8,p2,11.5,16,13,19,1786.06,1762.51,1718.06,1684.19,1738.53,1760.63,1696.98,1693.3,1618.5,1636.79,1936.54,1874.3,1735.12,1799.78,1825.55,1916.31,1948.87,1812.72,1791.57,1774.41,274.68,213.89,517.89,339.85,132.91,441.01,346.88,422.32,407.66,148.61,218.19,239.24,160.87,109.62,127,622.88,10.21,469.57,310.61,397.41
8,p3,16.5,21,18,24,1791.67,1751.9,1646.87,1683.43,1731.25,1766.52,1690.94,1675.99,1615.1,1623.25,1925.57,1883.62,1731.65,1811.87,1825.94,1920.53,1870.6,1812.02,1801.96,1776.41,209.12,202.53,430.93,466.95,121.27,356.61,323.14,412.93,519.02,140.35,214.29,218.43,126.36,112.17,115.03,600.64,8.52,404.36,340.86,366.59
8,p4,21.5,26,23,29,1791.67,1741.78,1602.77,1684.37,1726.66,1766.52,1691.55,1662.23,1608.65,1611.93,1925.57,1852.06,1733.98,1807.18,1805.72,1920.53,1984.86,1825.14,1822.37,1761.53,209.12,203.75,309.41,294.99,109.29,NA,288.1,307.84,364.59,133.72,NA,192.51,117.84,107.02,117.98,600.64,10.25,409.42,319.48,325.38
8,p5,26.5,31,28,34,1806.38,1735.65,1658.27,1680.93,1721.75,1786.31,1682.51,1656,1607.23,1591.61,1924.41,1849.91,1771.98,1808.02,1786.43,1892.57,1925.23,1825.93,1821.56,1750.83,242.07,392.59,324.02,250.55,105.81,NA,470.45,291.27,309.92,125.53,NA,203.65,145.26,112.13,113.17,541.6,11.88,447.86,356.98,246.42
8,p6,31.5,36,33,39,1819.12,1739.25,1670.52,1677.78,1714.94,1785.99,1703.42,1662.02,1602.39,1580.86,1900.4,1869.53,1787.12,1809.58,1767.18,1924.34,1796.87,1841.41,1820.21,1745.41,436.83,315.07,421.22,224.99,107.77,377.35,413.48,372.38,279.51,125.39,256.67,87.86,248.09,115.96,119.47,547.55,9.59,600.74,383.13,246.48
8,p7,36.5,41,38,44,1828.71,1736.84,1704.49,1678.24,1710.08,1780.42,1705.09,1690.61,1599.94,1565.42,1905.6,1859.74,1780.2,1809.2,1771.22,1899.48,1797.63,1823.95,1819.91,1756.34,535.94,186.26,608.17,212.49,237.74,600.35,283.65,463.43,254.17,272.86,225.46,96.03,176.32,120.15,133.68,614.66,9.62,525.9,387.2,348.09
8,p8,41.5,46,43,49,1825.98,1733.53,1725.58,1675.29,1712.1,1763.58,1704.37,1719.11,1597.77,1541.3,1927.19,1858.58,1717.87,1811.44,1799.87,1792.91,1807.32,1838.96,1826.93,1744.25,588.69,163.4,305.96,205.72,158.95,686.38,253.67,262.57,244.17,175.63,257.66,100.39,144.66,120.58,117.78,648.63,9.63,491.82,408.04,477.5
8,p9,46.5,51,48,54,1814.57,1727.7,NA,1672.42,1708.69,1744.26,1703.22,NA,1591.94,1659.09,1855.01,1859.46,1694.74,1816.37,1832.02,1769.37,1814.48,NA,1831.9,NA,734.58,149.84,NA,201.92,298.51,658.12,242.03,NA,235.27,,237.86,103.64,NA,122.04,NA,646.05,9.57,NA,435.18,494.29
8,p10,51.5,56,53,59,NA,1723.66,NA,1671.09,1706.44,NA,1703.9,NA,1588.48,1595.32,NA,1845.56,1713.72,1819.03,1890.47,NA,1811.47,NA,1829.88,1790.01,NA,141.14,NA,200.15,262.13,770.3,230.9,NA,222.74,307.62,226.05,105.33,NA,119.49,123.1,NA,10.06,NA,489.75,554.97
8,p11,56.5,61,58,64,NA,1720.85,NA,1668.45,1706.66,NA,1702.25,NA,1585.81,1588.27,NA,1861.04,1779.77,1822.73,1909.77,NA,1823.42,NA,1833.48,1814.22,NA,138.91,NA,196.99,190.87,NA,222.28,NA,217.14,227.93,NA,104.21,NA,118.81,119.78,NA,10.37,NA,524.32,573.03
8,p12,61.5,66,63,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,1581.02,NA,NA,NA,NA,1886,NA,NA,NA,NA,1801.89,NA,NA,NA,NA,283.19,NA,NA,NA,NA,329.61,NA,NA,NA,NA,121.37,NA,NA,NA,NA,NA
9,bl,0,0,0,0,1696.62,1735.02,1737.72,1717.83,1796.1,1671.83,1787.3,1701.71,1758.22,1804.34,1783.72,1849.45,1793.98,1828.1,1907.77,1755.39,1792.63,1732.15,1796.46,1814.14,108.58,148.84,162.18,244.74,144.29,89.29,162.16,150.78,166.81,181.87,105.56,144.83,157.2,96.71,279.22,496.91,898.58,487.37,563.19,639.56
9,t1,2,2,2,2,1691.64,1739.47,1722.81,1692.95,1787.55,1664.23,1779.33,1702.51,1756.57,1804.64,1748.24,1824.7,1754.39,1806.7,1882.85,1763.07,1794.29,1742.79,1788.38,1815.45,113.67,168.35,174.64,258.66,141.13,89.68,152.81,201.84,184.59,181.25,517,458.37,310.1,115.71,198.89,515.44,982.81,456.26,480.99,575.45
9,r1,2.5,2.5,3,3,1692.97,NA,1727.08,1696.75,1786.82,1668.98,NA,1700.95,1755.96,1803.57,1769.53,NA,1785.98,1827.56,1879.55,1753.17,,1724.95,1791.24,1817.48,240.45,,191.55,312.25,161.23,163.48,,231.59,257.97,182.03,131.33,NA,141.67,148.91,382.1,500,886.41,448.96,503.96,604.65
9,t2,3.5,3.5,4,4,1688.2,1731.89,1706.97,1685.71,1785.14,1670.44,1770.11,1701.77,1756.03,1800.33,1754.28,1830.32,1802.63,1806.16,1869.82,1772.37,1790.91,1719.97,1791.92,1812.82,245.31,332.29,200.2,341.6,162.68,165.58,225.91,226.6,264.01,178.36,560.89,588.85,NA,115.67,170.59,506.06,957.23,394.01,587.61,617.62
9,r2,4,4,5,5,1687.61,NA,1727.23,1692.09,1783.33,1672.04,NA,1700.59,1758.56,1799.65,1738.39,,1807.6,1830.12,1874.92,1769.9,,1715.28,1796.04,1806.51,207.57,NA,206.59,323.71,175.22,113.69,,207.82,235.92,174.81,143.62,NA,154.64,161.66,430.05,561.46,838.44,529.02,460.69,599.24
9,t3,5,5,6,6,1683.49,1725.76,1707.56,1681.72,1780.05,1673.84,1773.35,1700.45,1762.09,1802.58,1720.21,1822.63,1800.06,1811.81,1867.81,1783.04,1799.98,1732.09,1799.77,1806.54,163.71,265.55,227.24,288.28,160.22,96.78,184.42,230.76,213.66,170.63,570.42,624.67,301.37,117.85,178.54,609.95,1009.74,488.45,629.9,618.09
9,r3,5.5,5.5,7,7,1688.69,NA,1724.72,1686.36,1779.42,1673.09,NA,1696.74,1762.29,1803,1737.16,,1790.12,1825.66,1884.55,1787.73,,1722.17,1799.94,1809.4,152.4,NA,249.9,278.03,170.57,88,,265.61,204.58,170.37,251.07,NA,156.97,146.82,384.97,576.75,837.28,506.36,355.33,582.32
9,t4,NA,6.5,NA,8,NA,1720.1,NA,1680.93,NA,NA,1769.52,NA,1765.41,NA,NA,1823.1,NA,1800.93,NA,NA,1798.06,NA,1789.96,NA,NA,326.55,NA,278.05,NA,NA,192.15,NA,195.97,NA,NA,742.36,NA,130.57,NA,NA,1004.12,NA,588.08,NA
9,r4,NA,7,NA,9,NA,NA,NA,1681.83,NA,NA,NA,NA,1766.89,NA,NA,,NA,1821.66,NA,NA,,NA,1788.11,NA,NA,NA,NA,291.08,NA,NA,,NA,191.59,NA,NA,NA,NA,173.58,NA,NA,852.55,NA,393.22,NA
9,t5,NA,8,NA,10,NA,1717.27,NA,1674.46,NA,NA,1769.91,NA,1766.58,NA,NA,1818.95,NA,1805.57,NA,NA,1814.92,NA,1786.23,NA,NA,267.05,NA,267.1,NA,NA,180.96,NA,184,NA,NA,677.2,NA,126.99,NA,NA,964.93,NA,478.93,NA
9,r4,NA,8.5,NA,11,NA,NA,NA,1681.22,NA,NA,NA,NA,1766.69,NA,NA,,NA,1806.49,NA,NA,,NA,1778.05,NA,NA,NA,NA,267.89,NA,NA,,NA,184.34,NA,NA,NA,NA,149.7,NA,NA,847.42,NA,345.04,NA
9,t6,NA,9.5,NA,12,NA,1720.08,NA,1667.18,NA,NA,1768.96,NA,1766.96,NA,NA,1814.86,NA,1790.48,NA,NA,1819.37,NA,1778.42,NA,NA,298.95,NA,291.34,NA,NA,191.21,NA,189.61,NA,NA,619.15,NA,115.85,NA,NA,1018.53,NA,523.73,NA
9,r6,NA,10,NA,13,NA,NA,NA,1676.34,NA,NA,NA,NA,1765.49,NA,NA,,NA,1820.09,NA,NA,,NA,1782.27,NA,NA,NA,NA,383.65,NA,NA,,NA,251.74,NA,NA,NA,NA,165.39,NA,NA,852.88,NA,534.36,NA
9,p1,6.5,11,8,14,1683.93,1687.14,1715.31,1717.53,1783.74,1677.47,1749.96,1698.04,1731.7525,1801.54,1755.84,1840.43,1749.74,1808.2325,1886.92,1803.59,1864.67,1753.01,1806.5275,1804.84,123.25,214.34,215.34,NA,139.53,82.46,175.99,226.49,NA,165.35,249.46,192.11,150.26,NA,444.69,517.71,831.04,552.02,NA,534.53
9,p2,11.5,16,13,19,1680.41,1672.62,1699.77,1706.0075,1771.23,1672.1,1745.55,1695.7,1726.8625,1794.1,1736.49,1835.1,1689,1786.28,1884.53,1792.42,1821.26,1762.24,1793.0025,1796.09,114.44,202.33,175.81,NA,173.88,81.83,171.35,182.18,NA,184.83,140.12,175.62,141.56,NA,403.04,525.02,831.09,582.5,NA,560.56
9,p3,16.5,21,18,24,1678.72,1662.19,1690.04,1700.125,1769.55,1670.17,1739.88,1685.9,1719.88,1783.57,1845.24,1831.29,1658.67,1814.9725,1924.69,1791.1,1833.75,1762.69,1796.095,1796.84,98.55,177.68,166.85,NA,192.07,81.54,159.76,166.34,NA,197.23,134.03,197.56,135.17,NA,258.64,496.25,828.73,588.87,NA,632.6
9,p4,21.5,26,23,29,1676.9,1660.34,1683.91,1695.835,1762.19,1668.3,1729.33,1685.91,1714.34,1773.82,1875.12,1829.47,1647.61,1816.7525,1914.81,1789.73,1866.75,1765.32,1804.3525,1795.61,93.99,204.39,162.27,NA,191.02,79.94,161.08,151.55,NA,199.14,116.58,174.51,128.7,NA,290.42,505.91,820.31,600.99,NA,598.84
9,p5,26.5,31,28,34,1671.35,1654.99,1683.54,1691.095,1754.5,1665.46,1718.42,1684.2,1703.995,1747.9,1816.9,1835.05,1645.97,1798.1,1894.48,1780.1,1895.36,1749.04,1809.31,1812.74,90.51,186.65,174.58,NA,158.03,77.4,167.17,183.48,NA,183.54,121.01,182.89,125.03,NA,326.67,389.07,825.11,671.48,NA,564.64
9,p6,31.5,36,33,39,1661.7,1652.34,1677.6,1683.5175,1742.43,1662.61,1709.52,1673.08,1696.4975,1740.78,1720.27,1835.21,1655.08,1775.7675,1892.51,1781.74,1890.89,1737.03,1802.875,1801.84,89.62,178.07,174.02,NA,135.05,67.63,172.81,154.98,NA,162.4,106.71,171.75,113.83,NA,316.43,403.19,NA,640.05,NA,559.04
9,p7,36.5,41,38,44,1656.4,1647.23,1674.96,1677.8425,1732.78,1658.83,1702.9,1673.62,1691.48,1730.57,1735.22,1834.42,1631.93,1773.585,1892.77,1791.73,1892.83,1736.36,1805.325,1800.38,91.97,168.12,239.03,NA,138.42,62.02,177.58,253.31,NA,166.13,100,168.82,116.5,NA,318.26,527.02,NA,676.23,NA,560.04
9,p8,41.5,46,43,49,1645.55,1641.39,1678.27,1671.8325,1722.12,1658.71,1695.72,1686.85,1691.4875,1724.67,1736.31,1837.19,1640.12,1774.1625,1883.03,1768.59,1897.42,1717.22,1796.965,1804.63,120.5,159.91,319.66,NA,134.41,77.84,181.88,362.81,NA,162.08,NA,171.04,84.06,NA,309.76,575.28,NA,548.39,NA,549.84
9,p9,46.5,51,48,54,1639.63,1638.4,1679.66,1666.3925,1707.88,1649.69,1689.64,1682.79,1684.7225,1716.77,1716.63,1839.02,1647.93,1764.135,1852.96,1768.91,1899.01,1704.12,1791.8525,1795.37,187.96,156.13,314.3,NA,414.6,108.73,186.49,332.55,NA,360.78,95.51,162.34,105.32,NA,284.46,531.77,NA,457.99,NA,592.61
9,p10,51.5,56,53,59,1635.39,1633.3,1680.85,1663.63,1704.98,1648.52,1683.9,1681.74,1682.155,1714.46,1697.76,1837.92,1607.12,1747.5675,1847.47,1767.28,1896.88,1700.64,1778.795,1750.38,110.63,151.98,356.4,NA,364.83,62.43,190.25,428.61,NA,320.92,89.27,NA,125.88,NA,249.63,522.92,NA,554.39,NA,500.86
9,p11,56.5,61,58,64,1633.77,1629.73,1683.11,1662.9425,1705.16,1651.01,1678.49,1672.81,1677.365,1707.15,1708.23,1839.12,1592.52,1737.235,1809.07,1763.23,1897.57,1721.93,1811.4775,1863.18,102.23,149.13,251.72,NA,401.73,61.38,192.31,241.24,NA,369.71,89.77,NA,108.95,NA,219.65,520.59,NA,628.27,NA,474.98
9,p12,61.5,66,63,69,1638.18,NA,NA,NA,NA,1648.01,NA,NA,NA,NA,1705.46,NA,NA,NA,NA,1880.48,NA,NA,NA,NA,120.08,NA,NA,NA,NA,79.59,NA,NA,NA,NA,91.53,NA,NA,NA,NA,526.42,NA,NA,NA,NA
10,bl,0,0,0,0,1748.93,1666.06,1783.24,1689.45,1742.63,1655.55,1639.32,1715.94,1656.81,1645.64,1770.04,1683.54,1696.98,1736.4,1451.22,1784.66,1752.2,1772.66,1782.29,1600.23,44.93,74.28,94.77,64.19,35.41,92.43,119.92,103.49,90.78,72.96,1371.12,313.19,180.03,285.49,167.06,382.92,429.66,395.78,483.49,112.56
10,t1,2,2,2,2,1742.37,1662.23,1760.61,1696.08,1724.13,1647.62,1634.57,1703.38,1647.04,1630.19,1693.52,1648.89,1673.55,1663.55,1446.44,1735.87,1730.93,1729.81,1762.3,1591.18,40.58,79.64,84.23,102.48,33.15,87.08,122.13,93.17,184.55,68.52,1340,357.76,357.02,160.64,144,323.64,313.68,484.01,469.57,105.31
10,r1,2.5,2.5,3,3,1733.01,1659.72,1757.41,1691.81,1729.6,1645.63,1634.01,1699.23,1647.66,1628.06,1696.63,1651.26,1686.55,1675.01,1447.74,1737.19,1719.57,1759.94,1774.12,1584.18,39.76,79.92,83.07,93.64,32.35,86.89,134.04,94.41,142.79,67.75,1259.65,242.04,200.84,298.82,106.16,374.6,405.12,554.94,511.4,166.24
10,t2,3.5,3.5,4,4,1736.18,1658.24,1746.51,1640.63,1723.21,1641,1633.38,1697.84,1647.8,1624.85,1695.54,1648.35,1686.8,1651.26,1440.15,1726.06,1737.44,1774.25,1794.98,1581.57,43.85,81.72,84.08,91.61,31.54,88.72,143.74,93.78,139.14,67.02,1610.76,250.78,384.36,159.75,133.4,299.48,423.03,556.74,498.73,133.96
10,r2,4,4,5,5,1732.67,1654.2,1753.39,1656.93,1723.51,1637.98,1635.46,1697.65,1647.62,1621.12,1702.32,1673.74,1696.47,1667.41,1444.92,1719.36,1742.89,1784.86,1794.4,1581.46,41.97,76.51,81.52,76.81,31.36,87.78,133.43,94.58,112.85,66.31,1320.73,263.81,204.1,283.94,96.83,369.76,390.28,539.65,484.17,94.36
10,t3,5,5,6,6,1740.7,1652.03,1755.01,1648.09,1713.85,1636.08,1632.7,1696.63,1646.7,1622.02,1694.46,1661.86,1678.44,1650.81,1438.26,1727.43,1748.62,1787.94,1792.15,1574.95,42.16,86.26,80.08,69.77,30.59,85.82,164.19,92.76,104.24,65.57,1604.64,292.72,434.48,135.79,144.96,293.71,458.9,578.37,421.82,73.03
10,r3,5.5,5.5,7,7,1738.63,1651.29,1758.49,1652.9,1712.69,1630.48,1627.7,1694.54,1642.71,1616.99,1688.2,1672.06,1679.9,1643.68,1441.01,1736.94,1740.06,1785.6,1786.79,1573.6,39.48,76.54,76.86,64.54,30.52,84.88,140.31,93.35,96.65,64.66,1293.81,256.46,181.92,268.28,102.49,293.69,404.9,471.43,408.75,68.46
10,t4,NA,6.5,NA,8,NA,,NA,1618.93,NA,NA,NA,NA,1638.14,NA,NA,NA,NA,1625.08,NA,NA,,NA,1783.15,NA,NA,NA,NA,62.55,NA,NA,NA,NA,94.02,NA,NA,,NA,142.88,NA,NA,,NA,441.89,NA
10,r4,NA,7,NA,9,NA,1654.44,NA,1648.37,NA,NA,1619.25,NA,1634.73,NA,NA,1671.48,NA,1631.28,NA,NA,1750.48,NA,1778.91,NA,NA,72.14,NA,59.06,NA,NA,137.75,NA,89.47,NA,NA,284.98,NA,263.56,NA,NA,434.92,NA,440,NA
10,t5,NA,8,NA,10,NA,,NA,1611.13,NA,NA,NA,NA,1631.02,NA,NA,NA,NA,1618.12,NA,NA,,NA,1781.21,NA,NA,NA,NA,59.66,NA,NA,NA,NA,91.62,NA,NA,,NA,157.68,NA,NA,,NA,398.3,NA
