SUBNO,TRT,INTC1C5,INTC2,INTC3,INTC4,AET1,AET2,AET3,AET4,AET5,UET1,UET2,UET3,UET4,UET5,AHT1,AHT2,AHT3,AHT4,AHT5,UHT1,UHT2,UHT3,UHT4,UHT5,ASC1,ASC2,ASC3,ASC4,ASC5,USC1,USC2,USC3,USC4,USC5,EF1,EF2,EF3,EF4,EF5,HF1,HF2,HF3,HF4,HF5
4,r3,5.5,5.5,7,7,1679.06,1629.33,1640.07,1687.97,1625.25,1759.3,1706.64,1694.75,1757.61,1683.79,1838.97,1703.6,1757.76,1813.57,1762.75,1851.07,1861.09,1855.91,1877.66,1720.22,331.05,249.74,154.41,84.76,91.54,186.95,166.77,191.86,82.69,92.73,238.16,183.86,127.04,200.51,98.21,706.48,642.32,638.76,387.1,573.9
4,t4,NA,6.5,NA,8,NA,1633.87,NA,1689.86,NA,NA,1707.06,NA,1758.96,NA,NA,1697.23,NA,1796.75,NA,NA,1874.32,NA,1879.4,NA,NA,294.36,NA,87.02,NA,NA,172.45,NA,83.94,NA,NA,305.97,NA,91.86,NA,NA,619.4,NA,628.75,NA
4,r4,NA,7,NA,9,NA,1626.04,NA,1685.08,NA,NA,1707.2,NA,1757.98,NA,NA,1693.04,NA,1816.22,NA,NA,1884.27,NA,1884.6,NA,NA,243.13,NA,97.79,NA,NA,168.77,NA,81.45,NA,NA,177.47,NA,204.08,NA,NA,640.45,NA,459.3,NA
4,t5,NA,8,NA,10,NA,1630.91,NA,1686.24,NA,NA,1707.5,NA,1758.2,NA,NA,1683.34,NA,1796.92,NA,NA,1890.95,NA,1884.77,NA,NA,249.5,NA,93.85,NA,NA,159.23,NA,85.64,NA,NA,271.195454545455,NA,97.1,NA,NA,589.17,NA,562.07,NA
4,r4,NA,8.5,NA,11,NA,1623.21,NA,1677.66,NA,NA,1707.6,NA,1757.45,NA,NA,1689.83,NA,1817.72,NA,NA,1889.05,NA,1875.54,NA,NA,211.19,NA,82.78,NA,NA,149.26,NA,85.27,NA,NA,173.3,NA,208.42,NA,NA,628.26,NA,457.25,NA
4,t6,NA,9.5,NA,12,NA,1618.39,NA,1683.07,NA,NA,1707.86,NA,1757.65,NA,NA,1684.48,NA,1798.7,NA,NA,1894.45,NA,1875.02,NA,NA,245.03,NA,94.13,NA,NA,145.02,NA,84.78,NA,NA,357.54,NA,93.68,NA,NA,603.43,NA,606.36,NA
4,r6,NA,10,NA,13,NA,1626.58,NA,1698.37,NA,NA,1705.8,NA,1756.5,NA,NA,1733.23,NA,1868.86,NA,NA,1856.75,NA,1900.18,NA,NA,281.66,NA,83.15,NA,NA,176.05,NA,83.52,NA,NA,172.8,NA,196.66,NA,NA,562.54,NA,453.26,NA
4,p1,6.5,11,8,14,1708.56,1635.06,1644.58,1700.32,1640.1,1755.99,1696.3,1700.88,1753.78,1686.54,1877.88,1789.88,1788.99,1874.27,1820.41,1855.55,1845.75,1869.23,1905.66,1714.18,161.29,117.97,85.24,74.65,57.47,121.95,124.95,111.41,80.53,66.34,238.07,155.55,121.61,189.62,83.61,707.95,541.71,661.54,368.57,557.22
4,p2,11.5,16,13,19,1720.85,1640.91,1648.49,1706.22,1652.59,1749.6,1689.55,1702.03,1748.51,1683.85,1869.4,1803.34,1780.69,1857.17,1811.77,1856.48,1844.92,1859.55,1890.36,1705.6,117.66,71.41,66.31,69.49,46.67,100.45,99.09,93.88,76.49,58.34,230.78,148.8,114.24,165.29,78.04,534.77,389.49,397.74,287.97,419.64
4,p3,16.5,21,18,24,1715.51,1643.82,1649.76,1709.31,1656.71,1743.56,1683.33,1697.48,1743.68,1679.9,1863.77,1801.24,1750.1,1844.55,1791.09,1857.09,1843.18,1841.02,1880.45,1696.49,108.4,71.17,65.51,68.61,44.65,94.89,88.64,88.57,73.01,57.03,219.83,148.77,106.62,128.69,73.5,470.94,404.6,252.24,292.4,268.28
4,p4,21.5,26,23,29,1725.35,1643.11,1649.96,1711.48,1656.58,1738.7,1680.04,1693.15,1742.64,1675.41,1859.72,1802.32,1733.63,1865.51,1765.12,1855.34,1842.48,1835.47,1891.13,1687.73,109.71,76.73,64.03,67.37,40.22,95.45,87.37,86.05,73.29,51.53,229.01,141.77,103.41,118.11,70.58,442.73,366.27,248.73,415.25,238.57
4,p5,26.5,31,28,34,1729.2,1642.1,1649.54,1712.2,1654.22,1735.97,1677.29,1688.81,1740.99,1671.6,1852.54,1795.72,1728.18,1863.55,1756.26,1854.66,1839.2,1838.15,1887.33,1685.83,110.42,72.8,62.37,66.72,39.18,95.29,85.72,85.25,72.2,50.24,229.13,129.59,107.61,134.46,73.73,414.95,274.36,317.12,305.54,254.82
4,p6,31.5,36,33,39,1730.83,1640.81,1648.73,1712.21,1653.44,1733.19,1675.12,1685.08,1733.98,1668.31,1836.74,1781.37,1729.41,1839.82,1755.57,1851.1,1828.4,1847.11,1872.35,1691.29,113.38,74.04,62.81,66.49,38.49,95.49,82.99,84.37,69.66,49.52,224.98,128.55,99.6,107.52,68.05,374.46,237.56,268.7,274.93,223.11
4,p7,36.5,41,38,44,1734.92,1641.3,1648.21,1712.51,1651.79,1730.51,1673.18,1679.94,1730.34,1665.02,1845.34,1783.82,1720.77,1842.52,1744.93,1856.5,1835.93,1843.85,1873.88,1685.44,104.73,70.88,64.49,64.21,38.04,89.99,83.56,83.04,69.02,48.44,232.07,126.77,106.17,137.61,67.75,526.59,378.95,325.45,297.85,255.94
4,p8,41.5,46,43,49,1736.68,1642.23,1648.78,1711.99,1650.51,1728.51,1671.95,1680.05,1727.09,1662.38,1864.5,1803.67,1742.37,1831.64,1746.4,1859.34,1846.47,1862.39,1862.61,1687.25,103.37,72.25,63.96,62.04,36.44,88.6,85.21,85.65,66.97,48.37,234.7,129.14,105.2,123.02,68.76,531.48,376.3,477.62,264.38,272.34
4,p9,46.5,51,48,54,NA,1641.8,1649.67,1711.93,1648.59,NA,1670.38,1681.57,1722.64,1660.32,NA,1803.32,1759.32,1816.13,1742.02,NA,1838.29,1867.4,1845.56,1685.68,NA,78.33,69.75,61.91,33.25,NA,82.19,88.36,65.23,49.21,NA,123.27,93.77,115.06,66.3,NA,271.07,299.52,232.39,203.37
4,p10,51.5,56,53,59,NA,1642.22,1651.37,1712.32,1646.24,NA,1668.93,1679.5,1721.36,1657.71,NA,1802.14,1744.04,1812.66,1731.22,NA,1837.02,1857.56,1844.32,1678.78,NA,78.06,67.34,80.58,33.04,NA,83.04,85.7,67.94,47.89,NA,123.83,98.44,107.92,68.71,NA,393.38,342,310.15,230.75
4,p11,56.5,61,58,64,NA,1642.66,1653.17,1712.47,1646.56,NA,1666.99,1676.93,1723.71,1656.26,NA,1797.55,1736.41,1821.38,1734.73,NA,1833,1853.34,1848.4,1681.6,NA,77,72.06,66.99,34.21,NA,80.26,87.43,70.34,46.29,NA,118.47,100.02,163.45,67.25,NA,238.12,306.9,286.8,244.03
4,p12,61.5,66,63,69,NA,NA,1655.07,NA,NA,NA,NA,1675.2,NA,NA,NA,NA,1726.32,NA,,NA,NA,1845.87,NA,NA,NA,NA,76.78,68.37,NA,NA,NA,89.65,NA,NA,NA,NA,102.15,168.24,NA,NA,NA,208.27,NA,NA
5,bl,0,0,0,0,,1791.05,,1788.42,1744.1,1655.55,1835.92,NA,1733.86,1701.55,NA,1809.46,1893.44,1865.59,1659.85,NA,1829.66,NA,1792.95,1734.41,NA,66.5,NA,83.52,75.02,NA,75.34,NA,93.2,66.9,NA,325.31,NA,213.09,179.04,NA,812.11,NA,1077.14,437.7
5,t1,2,2,2,2,,1785.59,,1760.58,1752.32,1647.62,1848.07,NA,1732.75,1704.01,NA,1808.87,1785.09,1831.95,1738.42,NA,1818.23,NA,1810.55,1793.65,NA,80.93,,92.92,74.52,,78.54,,104.43,68.57,NA,299.82,NA,165.08,139.33,NA,973.98,NA,987.98,617.03
5,r1,2.5,2.5,3,3,,1763.12,,1751.37,1730.24,1645.63,1851.03,NA,1730.93,1705.01,NA,1782.72,1756.83,1822.88,1722.04,NA,1828.57,NA,1815.26,1794.53,NA,77.61,,93.03,72.03,,79.44,,103.48,71.37,NA,453.64,NA,196.98,194.66,NA,911.82,NA,949.98,498.73
5,t2,3.5,3.5,4,4,,1752.33,,1735.91,1722.51,1641,1853.77,NA,1730.45,1704.43,NA,1776.2,1736.37,1818.95,1709.08,NA,1832.28,NA,1824.42,1797.64,NA,83.99,,99.19,72.73,,86.59,,103.02,74.95,NA,374.34,NA,145.43,112.77,NA,997.33,NA,899.85,741.31
5,r2,4,4,5,5,,1754.14,,1733.75,1711.8,1637.98,1852.55,NA,1729.57,1703.81,NA,1773.13,1757.88,1821.49,1713.66,NA,1840.35,NA,1830.22,1794.63,NA,78.98,,97.85,73.84,,90.94,,96.88,75.81,NA,550.59,NA,171.38,121.33,NA,793.67,NA,809.42,644.72
5,t3,5,5,6,6,,1752.27,,1725.55,1714.6,1636.08,1854.22,NA,1729.32,1703.74,NA,1762.73,1736.89,1819.39,1711.92,NA,1844.85,NA,1833.58,1795.06,NA,89.74,,102.29,74.24,,95.01,,97.61,76.85,NA,396.69,NA,144.9,102.53,NA,871.77,NA,932.42,636.23
5,r3,5.5,5.5,7,7,,1753.45,,1713.99,1728.08,1630.48,1852.02,NA,1728.42,1705.58,NA,1765.49,1807.77,1822.96,1736.55,NA,1848.99,NA,1839.68,1796.37,NA,89.99,,97.85,70.92,,99.62,,96.51,80.42,NA,486.62,NA,197.54,234.45,NA,796.36,NA,710.86,349.59
5,t4,NA,6.5,NA,8,,1748.54,,1700.94,NA,NA,1855.1,NA,1728.34,NA,NA,1763.83,NA,1820.51,NA,NA,1849.94,NA,1843.17,NA,NA,97.11,NA,104.95,NA,NA,105.28,NA,99.96,NA,NA,374.48,NA,160.34,NA,NA,879.13,NA,950.03,NA
5,r4,NA,7,NA,9,,1743.08,,1707.48,NA,NA,1854.99,NA,1727.07,NA,NA,1764.22,NA,1830.71,NA,NA,1859.93,NA,1846.38,NA,NA,92.79,NA,104.04,NA,NA,103.74,NA,97.15,NA,NA,433.91,NA,163.05,NA,NA,713.17,NA,847.98,NA
5,t5,NA,8,NA,10,,1743.88,,1699.71,NA,NA,1857.47,NA,1727.06,NA,NA,1759.04,NA,1825.23,NA,NA,1862.22,NA,1848.57,NA,NA,96.33,NA,109.15,NA,NA,107.81,NA,99.1,NA,NA,360.15,NA,136.13,NA,NA,783.08,NA,838.73,NA
5,r4,NA,8.5,NA,11,,1739.93,,1700.95,NA,NA,1855.61,NA,1726.23,NA,NA,1759.74,NA,1820.54,NA,NA,1861.97,NA,1849.09,NA,NA,93.61,NA,101.93,NA,NA,107.38,NA,94.3,NA,NA,410.12,NA,202.69,NA,NA,671.8,NA,850.96,NA
5,t6,NA,9.5,NA,12,,1742.28,,1692.89,NA,NA,1856.09,NA,1725.52,NA,NA,1748.71,NA,1814.94,NA,NA,1840.28,NA,1849.48,NA,NA,94.98,NA,106.1,NA,NA,110.3,NA,96.84,NA,NA,393.06,NA,147.68,NA,NA,715.97,NA,781.55,NA
5,r6,NA,10,NA,13,,1772.98,,1724.75,NA,NA,1855.55,NA,1716.4,NA,NA,1784.77,NA,1850.23,NA,NA,1855.18,NA,1834.33,NA,NA,89.29,NA,104.37,NA,NA,113.61,NA,98.23,NA,NA,510.08,NA,214.2,NA,NA,645.81,NA,754.78,NA
5,p1,6.5,11,8,14,,1767.77,,1737.02,1731.46,1626.75,1856.55,NA,1715.47,1711.59,NA,1830.32,1879.52,1889.89,1755.45,NA,1869.8,NA,1824.77,1796.29,NA,83.16,NA,103.26,72.46,NA,98.38,NA,94.5,80.38,NA,471.21,NA,182.72,239.86,NA,782.17,NA,842.41,454.94
5,p2,11.5,16,13,19,,1764.88,,1734.49,1729.41,1616.41,1854.22,NA,1711.34,1713.76,NA,1877.24,1882.68,1898.42,1778.26,NA,1866.51,NA,1817.44,1789.2,NA,82.45,NA,101.82,75.07,NA,87.71,NA,90.6,77.05,NA,439.81,NA,162.19,233.53,NA,875.32,NA,747.85,481.31
5,p3,16.5,21,18,24,,1774.62,,1729.84,1726.24,1608.45,1859.94,NA,1707.46,1709.33,NA,1902.94,1858.13,1897.69,1797.45,NA,1850.68,NA,1835.11,1798.27,NA,76.7,NA,100.22,76.56,NA,84.66,NA,88.47,75.11,NA,401.57,NA,154.76,218.25,NA,892.8,NA,722.64,531.72
5,p4,21.5,26,23,29,,1781.34,,1726.14,1722.38,1600.19,1866.18,NA,1702.66,1704.51,NA,1917.2,1838.54,1900.65,1805.23,NA,1886.34,NA,1836.42,1797.14,NA,75.33,NA,100.16,76.94,NA,85.43,NA,87.74,73.7,NA,323.19,NA,178.74,198.92,NA,884.66,NA,790.16,510.2
5,p5,26.5,31,28,34,,1782.94,,1726.23,1717.68,1594.68,1868.59,NA,1697.53,1702.62,NA,1930.4,1832.35,1913.89,1806.64,NA,1898.89,NA,1846.49,1798.06,NA,75.92,NA,101.53,77.89,NA,84.75,NA,87.86,73.81,NA,292.24,NA,146.01,201.32,NA,920.59,NA,837.91,528.55
5,p6,31.5,36,33,39,,1786.33,,1726.33,1714.23,1588.43,1870.06,NA,1698.54,1700.61,NA,1932.59,1832.08,1911.88,1815.62,NA,1899.02,NA,1845.94,1812.2,NA,77.03,NA,101.63,79.45,NA,84.72,NA,86.39,74.54,NA,304.36,NA,139.88,195.13,NA,927.66,NA,744.55,555.58
5,p7,36.5,41,38,44,,1791.86,,1726.21,1710.56,1584.72,1877.29,NA,1698.78,1699.28,NA,1934.28,1834.45,1908.3,1837.54,NA,1908.55,NA,1843.6,1821.67,NA,77.49,NA,100.92,82.47,NA,85.07,NA,85.07,76.46,NA,312.58,NA,144.9,197.73,NA,927.73,NA,712.63,671.98
5,p8,41.5,46,43,49,,NA,,1726.21,1706.78,1580.28,NA,NA,1698.78,1699.04,NA,NA,1828.16,1908.3,1855.03,NA,NA,NA,1843.6,1825.75,NA,NA,NA,NA,85.27,NA,NA,NA,NA,77.9,NA,NA,NA,140.13,200.04,NA,NA,NA,NA,677.64
5,p9,46.5,51,48,54,,NA,,NA,1704.34,1574.21,NA,NA,NA,1699.35,NA,NA,1833.04,NA,1871.67,NA,NA,NA,NA,1829.69,NA,NA,NA,NA,88.06,NA,NA,NA,NA,79,NA,NA,NA,136.62,203.09,NA,NA,NA,NA,716.31
5,p10,51.5,56,53,59,,NA,,NA,1703.22,1570.97,NA,NA,NA,1701.06,NA,NA,1827.53,NA,1891.14,NA,NA,NA,NA,1834.95,NA,NA,NA,NA,90.8,NA,NA,NA,NA,80.49,NA,NA,NA,150.04,209.04,NA,NA,NA,NA,806.46
5,p11,56.5,61,58,64,,NA,,NA,1702.23,1568.66,NA,NA,NA,1702.38,NA,NA,1828.52,NA,1897.5,NA,NA,NA,NA,1836.25,NA,NA,NA,NA,91.91,NA,NA,NA,NA,81.05,NA,NA,NA,154.12,205.78,NA,NA,NA,NA,714.91
5,p12,61.5,66,63,69,,NA,,NA,1701.66,,NA,NA,NA,1702.54,NA,NA,1831.25,NA,1894.24,NA,NA,NA,NA,1836.1,NA,NA,NA,NA,92.79,NA,NA,NA,NA,80.84,NA,NA,NA,NA,193.95,NA,NA,NA,NA,718.72
6,bl,0,0,0,0,1843.48,1697.48,1834.84,1831.85,1801.9125,1789.72,1799.17666666667,1794.27,1813.54,1799.17666666667,1811.61,1773.98,1875.86,1866.52,1831.9925,1876.75,1784.82,1929.6,1786.62,1844.4475,156.96,89.48,228.68,325.07,,149.88,139.14,213.86,406.12,NA,437.18,236.99,684.03,296.36,NA,653.23,659.41,740.93,726.77,NA
6,t1,2,2,2,2,1818.68,1696.89,1811.81,1814.64,1785.505,1800.17,1804.30333333333,1793.38,1819.36,1804.30333333333,1752.84,1738.99,1808.71,1756.46,1764.25,1870.89,1772,1880.87,1808.01,1832.9425,521.44,124.01,393.98,480.08,,501.49,171.18,289.86,461.94,NA,454.17,347.91,276.18,81.06,NA,404.36,683.5,680.69,678.96,NA
6,r1,2.5,2.5,3,3,1792.56,1754.57,1793.04,1778.57,1779.685,1793.33,1800.27,1790.98,1816.5,1800.27,1701.19,1752.65,1760.63,1808.95,1755.855,1863.45,1823.2,1876.8,1829.37,1848.205,415.64,145.26,408.38,395.76,,407.37,174.31,349.33,426.55,NA,402.79,271.83,324.63,349.76,NA,520.96,688.45,502.58,685.34,NA
6,t2,3.5,3.5,4,4,1771.93,1729.12,1786.97,1763.38,1762.85,1788.44,1797.12333333333,1789.03,1813.9,1797.12333333333,1681.98,1742.28,1739.96,1766.7,1732.73,1866.62,1801.48,1880.59,1816.99,1841.42,495.62,174.73,466.31,466.71,,470.22,191.49,343.18,418.8,NA,372.25,392.19,318.19,103.78,NA,446.85,580.28,733.74,674.9,NA
6,r2,4,4,5,5,1774.6,1735.75,1785.89,1773.63,1767.4675,1795.93,1798.47333333333,1785.63,1813.86,1798.47333333333,1668.68,1731.82,1726.07,1804,1732.6425,1863.89,1770.79,1874.54,1838.55,1836.9425,382.78,156.12,417.91,411.1,,410.58,188.11,378.8,384.88,NA,334.55,325.47,436.03,403.46,NA,516.7,662.48,650.69,684.4,NA
6,t3,5,5,6,6,1758.6,1583.29,1784.83,1748.79,1718.8775,1778.72,1792.62333333333,1784.55,1814.6,1792.62333333333,1660.68,1729.09,1698.97,1763.88,1713.155,1882.98,1771.26,1886.86,1821.35,1840.6125,412.84,207.96,457.12,411.04,,399.05,210.89,369.65,383.91,NA,414.66,524.09,262.44,115,NA,531.1,619.14,636.39,704.92,NA
6,r3,5.5,5.5,7,7,1788.25,1570.02,1801.06,1775.92,1733.8125,1782.11,1793.97,1783.12,1816.68,1793.97,1738.31,1726.66,1740.14,1830.57,1758.92,1865.64,1748.66,1877.58,1844.9,1834.195,362.22,183.83,313.18,398.66,,373.29,209.2,372.21,382.6,NA,545.38,165,443.54,464.19,NA,564.95,610.28,598.04,705.51,NA
6,t4,NA,6.5,NA,8,NA,1535.43,NA,1745.37,NA,NA,1815.91,NA,1815.91,NA,NA,1726.7,NA,1781.84,NA,NA,1754.99,NA,1838.34,NA,NA,210.28,NA,424.48,NA,NA,221.77,NA,394.87,NA,NA,345.57,NA,103.84,NA,NA,845.99,NA,657.82,NA
6,r4,NA,7,NA,9,NA,1532.5,NA,1743.45,NA,NA,1820.97,NA,1820.97,NA,NA,1731.66,NA,1793.4,NA,NA,1744.12,NA,1848.72,NA,NA,165.38,NA,403.22,NA,NA,227.5,NA,386.75,NA,NA,125.35,NA,401.1,NA,NA,565.14,NA,708.08,NA
6,t5,NA,8,NA,10,NA,1558.59,NA,1729.97,NA,NA,1817.41,NA,1817.41,NA,NA,1722.88,NA,1749.43,NA,NA,1744.22,NA,1834.98,NA,NA,212.45,NA,410.45,NA,NA,253.25,NA,403.71,NA,NA,349.39,NA,108.7,NA,NA,650.43,NA,692.65,NA
6,r4,NA,8.5,NA,11,NA,1567.41,NA,1738.39,NA,NA,1813.9,NA,1813.9,NA,NA,1722.72,NA,1806.67,NA,NA,1742.49,NA,1835.06,NA,NA,184.62,NA,362.82,NA,NA,241.7,NA,377.64,NA,NA,145.99,NA,464.79,NA,NA,665.89,NA,707.92,NA
6,t6,NA,9.5,NA,12,NA,1540.77,NA,1729.18,NA,NA,1811.16,NA,1811.16,NA,NA,1721,NA,1783.36,NA,NA,1750.63,NA,1838.08,NA,NA,226.79,NA,395.61,NA,NA,266.89,NA,385.3,NA,NA,513.43,NA,91.81,NA,NA,624.79,NA,715.43,NA
6,r6,NA,10,NA,13,NA,1634.03,NA,1741.39,NA,NA,1797.14,NA,1797.14,NA,NA,1709.4,NA,1827.33,NA,NA,1783.49,NA,1827.22,NA,NA,221.01,NA,364.78,NA,NA,287.65,NA,383.11,NA,NA,150.11,NA,353.65,NA,NA,575.5,NA,748.2,NA
6,p1,6.5,11,8,14,1800.25,1653.51,1803.88,1759.48,1701.6,1774.13,1765.7975,1776.2,1813.24,1699.62,1816.16,1792.05,1778.64,1870.02,1526.4,1882.19,1854.04,1874.69,1849.7,1718.27,271.68,142.96,239.51,378.52,NA,274.85,197.78,290.3,386.66,262.71,534.95,151.75,445.27,299.69,632.3,602.04,793.52,693.07,742.82,243.91
6,p2,11.5,16,13,19,1809.21,1664.53,1802.77,1760.36,1695.03,1774.33,1759.66,1767.51,1811.17,1685.63,1853.77,1841.59,1802.08,1880.92,1525.28,1900.86,1863.7,1877.05,1864.11,1706.29,233.76,98.55,185.92,335.87,NA,202.26,163.33,235.23,345.85,190.61,536.43,144.36,355.27,410,540.62,628.35,693.1,582.53,755.38,222.57
6,p3,16.5,21,18,24,1808.5,1662.62,1799,1760,1680.09,1767.9,1752.03,1760.01,1814.29,1665.92,1849.91,1831.79,1857.93,1889.8,1500.35,1896.97,1859.38,1854.69,1873.59,1662.5,168.22,87.2,148.11,330.58,NA,166.36,154.83,201.07,323.77,140.62,519.49,150.54,265.86,449.19,385.95,520.25,470.8,344.17,790.21,87.42
6,p4,21.5,26,23,29,1802.43,1667.27,1794.27,1762.5,1666.11,1761.35,1742.92,1747.38,1814.9,1648.05,1834.73,1818.04,1857.48,1879.2,1470.1,1889.74,1865.72,1839.79,1868.67,1623.14,159,88.08,136.09,278.53,NA,144.33,148.47,179.86,279.43,112.99,408.01,193.65,297.55,432.05,328.07,517.65,471.01,264.87,752.63,76.6
6,p5,26.5,31,28,34,1791.33,1665.1,1790.02,1776.83,1653.95,1756.6,1734.585,1733.54,1812.59,1635.61,1812.64,1826.81,1856.88,1807.46,1457.41,1877.8,1860.47,1839.2,1825.3,1627.06,136.65,84.53,130.31,321.58,NA,130.25,145.22,170.71,341.03,137.05,325.76,198.08,315.06,300.95,429.19,456.83,475.49,214,711.78,214.04
6,p6,31.5,36,33,39,1783.73,1659.45,1788.22,1770.84,1652.01,1746.27,1732.735,1740.11,1806.93,1637.63,1810.22,1823.11,1853.85,1772.29,1571.57,1876.06,1870.2,1855.82,1799.41,1728.93,121.52,76.93,132.1,251.95,NA,121.13,149.12,165,276.81,245.84,278.54,208.31,277.17,317.27,439.48,424.32,462.03,276.18,628.59,566.51
6,p7,36.5,41,38,44,1778.56,1654.28,1784.14,1762.92,1651.45,1736.53,1726.4325,1735.45,1796.55,1637.2,1814.37,1822.66,1865.68,1703.19,1640.19,1875.44,1857.87,1847.85,1759.8,1728.61,127.98,80.85,123.53,184.03,NA,123.3,149.5,158.78,209.85,272.02,282.47,199.04,288.07,212.79,457.3,457.16,491.53,209.46,427.58,526.93
6,p8,41.5,46,43,49,1775.08,1653.03,1782.75,1753.62,1644.8,1730.75,1718.8075,1732.35,1782.13,1630,1818.09,1817.63,1871.64,1623.02,1643.52,1875.75,1869.07,1846.22,1719.79,1724.61,134.59,93.16,191.41,135.49,NA,116.69,143.2,198.39,169.03,274.23,314.69,171.63,397.29,199.43,401.4,491.63,547.28,477.24,366.13,307.03
6,p9,46.5,51,48,54,1775.5,1655,1785.77,1746.94,1635.85,1733.15,1713.57,1736.42,1768.5,1616.21,1851.91,1814.1,1838.45,1581.24,1611.85,1853.99,1866.36,1870.39,1701.78,1679.91,168.39,91.74,240.61,102.75,NA,110.61,140.53,271.24,137.13,252.66,352.42,175.31,328.31,163.77,319.17,528.59,478.88,362.2,277.09,175.05
6,p10,51.5,56,53,59,1778.16,1662.96,1785.13,1737.04,1624.43,1730.7,1710.16,1736.53,1762.74,1610.67,1844.9,1810.03,1778.07,1579.47,1578.07,1853.16,1853.25,1812.86,1745.18,1653.55,150.8,96.12,252.58,156.68,NA,100.52,134.5,281.65,168.93,336.51,255.47,194.74,369.54,262.67,328.17,477.03,454.06,271.21,447.73,185.58
6,p11,56.5,61,58,64,1778.09,1656.97,1787.87,1735.01,1616.39,1726.91,1707.8375,1734,1764.83,1605.61,1839.33,1811.25,1728.07,1643.08,1552.48,1847.9,1857.6,1806.69,1865.18,1619.8,151.87,95.14,255.35,130.38,NA,97.24,137.24,275.25,145.67,321.32,237.81,189.1,416.54,191.5,309.41,433.91,437.87,345.24,440.71,131.15
6,p12,61.5,66,63,69,1776.47,1688.28,1790.28,1733.76,1612.78,1722.61,1706.595,1740.39,1758.04,1605.34,1837.67,1832.65,NA,1609.46,1519.06,1845.59,1861.04,1843.91,1860.86,1608.66,155.67,113.53,245.09,143.89,NA,98.18,168.45,296.43,164.82,365.15,222.8,169.05,365.77,225.82,267.9,424.78,474.65,417.3,465,112.84
7,bl,0,0,0,0,1794.14,1718.83,1812.77,1782.04,1702.41,1745.21,1688.47,1816.16,NA,NA,1749.99,1665.07,1801.68,1818.52,1770.98,1691.64,1735.74,1816.47,1723.66,1716.34,574.73,128,227.02,157.98,216.42,451.64,158.99,234.69,190.95,201.15,453.16,147.02,150.13,201.46,106.38,348.15,283.76,327.04,741.58,454.94
7,t1,2,2,2,2,1796.98,1710.87,1773.14,1751.44,1697.57,1752.36,1682.41,NA,NA,NA,1769.47,1691.94,1784.26,1761.89,1758.88,1724.93,1723.29,1803.65,1725.59,1712.55,667.41,158.42,399.76,460.43,424.33,547.08,264.11,385.81,472.13,387.88,277.69,237.05,198.51,81.11,85.93,407.89,307.05,323.11,554.37,409.6
7,r1,2.5,2.5,3,3,1792.21,1690.57,1752.97,1747.01,1707.62,1749.5,1678.91,NA,NA,NA,1773.12,1691.72,1809.61,1713.26,1752.87,1728.67,1715.47,1808.54,1729.22,1715.59,598.65,226.14,334.02,429.8,431.23,505.48,324.5,350.04,492.95,451.33,424.08,134.96,124.02,151.86,97.72,447.78,465.13,286.65,506.91,431.85
7,t2,3.5,3.5,4,4,1783.28,1689.73,1735.74,1737.47,1691.82,1746.77,1676.8,NA,NA,NA,1770.26,1693.79,1772.79,1687.66,1742.34,1729.26,1704.39,1809.4,1751.18,1697.38,612.5,286.67,457.72,475.22,420.3,523.18,362.07,518.03,513.2,421.71,280.48,330.93,234.12,127.48,71.3,469.76,394.79,347.36,365.92,335.65
7,r2,4,4,5,5,1784.39,1677.81,1727.88,1730.99,1704.99,1745.35,1679.59,NA,NA,NA,1770.59,1692.66,1787.6,1671.45,1736.79,1717.01,1697.98,1813.23,1743.48,1690.19,600.85,284.84,400.74,376.59,391.61,533.96,360.14,497.14,466.74,355.61,344.36,149.8,119.79,140.02,80.89,425.34,285.63,178.92,362.02,295.67
7,t3,5,5,6,6,1774.9,1684.59,1718.16,1726.25,1688.56,1746.32,1672.71,NA,NA,NA,1765.18,1683.92,1774.19,1649.07,1718.33,1702.54,1690.09,1808.17,1743.16,1686.35,586.82,276.33,425.73,408.12,349.56,549.56,358.32,534.84,457.7,284.63,291.4,369.7,191.92,90.61,75.41,456.02,260.66,254.38,423.98,214.7
7,r3,5.5,5.5,7,7,1779.48,1677.47,1750.64,1727.55,1696.89,1752.2,1669.21,NA,NA,NA,1758.89,1668.92,1775.45,1639.81,1707.62,1691.34,1684.78,1762.83,1758.04,1657.54,583.18,260.76,410.48,376.27,370.5,535.63,334.18,556.95,506.38,290.71,359.61,130.23,115.83,156.74,85.15,436.95,192.33,213.09,441.59,254.44
7,t4,NA,6.5,NA,8,NA,1679.35,NA,1708.28,NA,NA,1666.37,NA,NA,NA,NA,1652.69,NA,1626.18,NA,NA,1675.78,NA,1749.89,NA,NA,277.67,NA,378.5,NA,NA,383.33,NA,466.11,NA,NA,346.75,NA,78.25,NA,NA,186.73,NA,406.64,NA
7,r4,NA,7,NA,9,NA,1673.95,NA,1711.7,NA,NA,1666.1,NA,NA,NA,NA,1650.63,NA,1617.42,NA,NA,1674.77,NA,1734.33,NA,NA,272.27,NA,363.41,NA,NA,369.47,NA,446.41,NA,NA,133.14,NA,144.79,NA,NA,144.85,NA,419.27,NA
